100.20.194.4:80,http,0.191606
1.53.178.203:8080,http,0.57257
103.160.204.104:80,http,0.132406
101.68.16.59:8085,http,0.683663
102.132.101.36:80,http,0.177303
102.68.85.187:80,http,0.803072
103.119.95.106:80,http,0.519741
103.119.95.2:80,http,0.520709
103.117.192.14:80,http,0.495857
103.134.177.182:8888,http,0.510089
103.16.199.166:59166,socks5,0.861267
103.149.53.120:59166,socks5,1.191021
103.146.110.22:50860,socks4,0.824178
103.145.113.78:80,http,0.482068
103.152.254.160:10080,socks5,1.289356
1.180.49.222:7302,socks5,2.345359
103.150.18.218:80,http,0.481564
103.149.56.102:80,http,0.48601
103.149.130.38:80,http,0.490361
103.146.55.171:8888,http,0.600307
103.105.76.21:5678,socks4,0.79439
103.156.141.100:80,http,0.446593
103.150.40.231:8080,http,0.659617
103.17.90.6:5678,socks4,0.678836
103.196.136.158:59166,socks5,0.828648
103.163.51.254:80,http,0.471412
103.156.56.2:80,http,0.502168
103.126.249.222:1080,socks4,0.803693
103.212.41.117:8080,http,0.461386
104.131.56.196:59166,socks5,0.178598
103.181.45.9:80,http,0.772295
103.197.251.202:80,http,0.483423
103.156.249.30:1080,socks4,0.746147
103.158.252.66:80,socks4,1.748211
102.68.85.187:8080,http,1.724753
103.70.79.28:59166,socks5,0.923527
103.241.182.97:80,http,0.536395
103.75.196.121:80,http,0.311459
103.43.151.36:80,http,0.480279
103.49.202.252:80,http,0.572696
103.189.234.161:1080,socks4,0.78184
103.49.114.87:8080,http,0.62388
103.83.232.122:80,http,0.524986
103.77.60.14:80,http,0.570914
103.69.149.19:80,http,0.675781
103.123.25.65:80,http,0.641134
103.149.146.34:80,http,1.568802
103.87.212.15:4153,socks4,1.806055
104.237.134.201:59166,socks5,0.055826
103.146.196.63:1081,socks4,0.768232
103.207.98.13:41238,socks4,1.889343
103.148.45.167:4145,socks4,4.072589
1.4.214.148:5678,socks4,1.939024
104.248.167.16:59166,socks5,0.587795
104.37.135.145:4145,socks5,0.198298
107.172.102.88:59166,socks5,0.158868
107.170.81.141:59166,socks5,0.229646
107.170.18.230:59166,socks5,0.259372
102.66.232.121:5678,socks4,2.418253
103.26.209.206:11080,socks4,2.914928
104.131.144.43:62797,socks5,3.693143
103.156.233.175:3125,http,0.564925
109.206.182.50:1080,socks5,0.550371
103.56.206.65:4996,socks4,3.957824
103.121.89.94:46118,socks5,6.776176
106.14.255.124:80,http,0.547303
109.254.30.70:9090,http,0.558499
109.254.37.40:9090,http,0.537916
109.194.22.61:8080,http,0.660015
110.164.15.182:8080,http,0.441016
111.21.183.58:9091,http,0.534291
111.160.204.146:9091,http,0.625139
107.152.46.215:27957,socks5,2.365248
110.12.211.140:80,http,1.2659
107.173.148.253:8080,http,0.099783
111.0.65.4:9091,http,0.933881
112.78.144.62:4145,socks4,0.668461
111.47.170.136:9091,http,0.746465
111.8.226.108:9091,http,0.973643
111.59.4.88:9002,http,0.829642
112.123.102.10:9002,http,0.625765
111.40.36.54:9091,http,0.836347
111.59.4.89:9002,http,0.948062
112.26.81.142:9091,http,0.752958
112.5.56.2:9091,http,0.750355
111.40.62.176:9091,http,0.876876
112.11.242.201:9091,http,0.873707
112.245.48.74:9002,http,0.625189
112.16.90.92:9091,http,0.914407
111.40.124.221:9091,http,0.90958
114.104.61.55:808,http,0.709638
112.64.98.48:9002,http,0.645494
111.43.105.50:9091,http,0.915883
112.16.127.69:9002,http,0.85877
111.8.226.107:9091,http,1.047998
112.103.198.145:9002,http,0.822702
111.3.102.135:30001,http,1.083155
110.185.164.20:9091,http,1.742942
112.194.142.135:9091,http,0.681411
111.40.116.212:9091,http,0.8971
104.238.97.215:44566,socks5,4.282948
112.17.173.55:9091,http,0.949814
112.54.41.177:9091,http,0.799316
112.54.47.55:9091,http,0.803017
112.6.174.110:9091,http,0.814018
112.53.167.29:9091,http,0.842398
106.111.77.117:9002,http,2.80055
112.87.140.163:9443,http,0.760617
113.161.131.43:80,http,0.520249
113.143.37.82:9002,http,1.022241
116.118.50.231:59166,socks5,1.025597
113.254.5.203:80,http,0.402481
103.207.8.130:23804,socks5,8.206242
114.239.152.243:9002,http,0.585846
116.203.201.82:8443,http,0.301718
112.65.16.250:9002,http,1.608578
115.219.9.68:8085,http,0.493828
112.44.126.88:9091,http,1.346855
116.1.7.245:3829,socks4,0.852925
111.59.10.36:9002,http,1.381725
111.40.62.199:9091,http,1.925667
113.57.84.39:9091,http,0.652886
113.101.114.13:81,http,0.748395
109.69.161.131:10801,socks4,3.539256
113.254.50.31:80,http,0.89449
110.238.116.82:8080,socks4,3.501869
116.234.209.15:9002,http,0.547756
116.113.68.130:9091,http,0.75143
104.200.25.171:20201,socks5,6.085689
104.200.25.171:9002,socks5,6.089199
104.200.25.171:80,socks5,6.095532
116.117.253.212:9002,http,0.703251
104.237.132.60:8080,socks5,6.099053
111.20.217.178:9091,http,3.357894
104.237.132.60:3128,socks5,6.189672
117.160.250.132:8899,http,0.784857
104.200.25.171:3128,socks5,6.116297
103.114.35.5:3629,socks4,1.103161
103.159.92.138:1080,socks4,2.267789
117.160.250.130:8899,http,1.055342
117.159.10.124:9002,http,1.044928
103.111.137.69:5678,socks4,1.2273
1.53.252.228:2022,http,0.895511
117.149.0.14:9091,http,1.016537
117.159.97.46:9002,http,1.076016
117.160.250.130:80,http,1.105933
117.160.250.132:80,http,1.164892
117.159.37.40:9091,http,1.172767
117.160.250.131:80,http,1.085748
117.160.132.37:9091,http,1.251278
117.160.250.133:8899,http,1.264921
117.158.173.216:9091,http,1.360937
117.160.250.163:80,http,1.314951
117.139.124.182:9091,http,1.397035
117.160.250.134:80,http,1.412513
117.160.250.138:8899,http,1.471832
103.130.113.129:5678,socks4,1.450436
103.164.223.35:5678,socks4,0.808648
117.146.231.40:9002,http,0.77244
117.160.250.134:8899,http,1.682309
110.238.111.229:8080,socks5,6.400353
110.238.109.146:8080,socks5,6.467076
114.132.57.119:1809,socks5,4.853973
110.238.111.229:8014,socks5,6.48513
103.169.189.98:8080,socks4,1.269618
110.238.113.119:808,socks5,6.502882
117.40.176.42:9091,http,1.428535
102.165.242.129:5678,socks4,2.995022
110.238.74.184:8080,socks5,6.543275
110.238.113.119:8080,socks5,6.518247
110.238.113.119:80,socks5,6.476535
110.238.113.119:2080,socks5,6.624479
110.238.111.229:5566,socks5,6.574683
110.238.111.229:80,socks5,6.588268
110.238.111.229:8012,socks5,6.648866
110.238.113.119:15,socks5,6.462844
103.166.191.203:5678,socks4,2.053151
103.146.184.19:1085,socks4,1.873951
112.120.135.177:80,http,4.969892
113.162.12.197:1080,socks4,4.031006
103.85.60.129:3629,socks4,0.813803
103.143.84.72:44550,socks4,2.0485
103.86.1.2:4145,socks4,0.979757
103.152.104.228:1080,socks4,2.579721
103.60.138.33:4153,socks4,0.690801
1.179.148.9:36476,socks4,3.905148
103.76.24.29:5678,socks4,0.741839
103.30.0.5:4145,socks4,2.046499
109.238.208.138:51372,socks4,7.694045
115.241.197.126:80,http,1.198493
103.126.249.194:1080,socks4,3.794288
104.192.202.11:1080,socks4,0.25311
104.16.109.176:80,http,11.542814
118.107.44.181:80,http,0.355767
118.140.172.77:8888,http,0.361138
118.107.44.181:8000,http,0.367357
105.16.115.202:80,http,7.949999
113.195.3.87:8085,http,5.845706
117.4.242.216:5678,socks4,0.832316
103.9.134.148:5678,socks4,2.014743
119.197.92.165:80,http,0.328824
103.48.68.35:82,http,5.315767
103.140.75.11:5678,socks4,3.867985
118.26.110.48:8080,http,0.616302
118.212.152.82:9091,http,0.597529
118.31.2.38:8999,http,0.583649
103.160.201.76:1080,socks4,3.661359
113.208.119.142:9002,http,5.266253
103.153.35.25:5678,socks4,4.212373
114.113.116.67:9091,http,6.185506
103.121.89.75:39267,socks4,5.234941
119.196.168.205:80,http,1.350909
120.196.188.21:9091,http,0.856425
104.16.109.70:80,http,12.855485
120.197.40.219:9002,http,0.8775
120.197.160.2:9002,http,0.887565
120.196.186.248:9091,http,0.89862
103.240.33.161:8291,socks4,4.058175
109.224.12.170:52015,socks4,2.3461
104.16.0.82:80,http,12.990819
104.16.49.70:80,http,12.768255
120.237.144.200:9091,http,0.440344
120.234.203.171:9002,http,0.440995
119.7.135.19:9091,http,1.099982
120.236.41.185:9091,http,0.446386
120.234.135.251:9002,http,0.482682
120.82.174.128:9091,http,0.571533
118.172.158.59:4153,socks4,2.283663
120.202.128.112:9002,http,1.272396
120.37.121.209:9091,http,0.605011
104.236.45.251:61275,socks5,11.485964
121.128.194.154:80,http,0.765203
103.85.103.33:5678,socks4,3.736006
120.236.79.139:9002,http,0.869712
121.22.53.166:9091,http,0.593108
120.236.74.217:9002,http,0.930053
121.31.35.98:9091,http,0.663607
103.89.62.69:4153,socks4,3.992099
121.132.95.7:80,http,1.501046
123.205.68.113:80,http,0.401374
104.17.227.109:80,http,13.890521
123.15.111.250:9091,http,0.580459
123.159.126.27:8085,http,0.623631
123.138.214.150:9002,http,0.638652
121.18.224.54:9002,http,1.691319
104.16.15.141:80,http,14.547368
123.183.162.9:9002,http,0.727284
122.9.21.228:8000,http,0.714521
1.9.27.213:4153,socks4,7.932457
102.134.17.14:5678,socks4,7.870411
121.36.62.78:8118,http,1.684856
1.20.224.134:4145,socks4,8.107291
123.54.16.53:9002,http,0.826456
123.130.115.217:9091,http,1.232134
102.219.33.110:1080,socks4,8.12947
123.120.49.151:64707,socks5,2.236666
103.12.28.83:4145,socks4,7.969161
122.5.23.14:9002,http,0.702228
104.11.107.132:3128,http,3.29243
104.16.106.91:80,http,16.260737
123.183.160.83:9091,http,1.247406
125.143.142.204:1080,socks5,1.6226
129.146.242.19:2049,socks5,0.948697
103.146.170.65:5678,socks4,8.531157
